arquivo;algoritmo;estrutura;execucao;tempo_ms
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;7;1222,0401
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;8;1270,1419
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;9;1398,0299
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;10;1192,2930
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;11;864,9997
sample200-23880.gr;BFS;LISTA;1;6,9171
sample200-23880.gr;BFS;LISTA;2;5,0122
sample200-23880.gr;BFS;LISTA;3;4,7276
sample200-23880.gr;BFS;LISTA;4;4,9490
sample200-23880.gr;BFS;LISTA;5;4,8734
sample200-23880.gr;BFS;LISTA;6;4,8106
sample200-23880.gr;BFS;LISTA;7;4,9061
sample200-23880.gr;BFS;LISTA;8;4,8456
sample200-23880.gr;BFS;LISTA;9;4,6635
sample200-23880.gr;BFS;LISTA;10;3,1854
sample200-23880.gr;BFS;LISTA;11;3,2918
sample200-23880.gr;BFS;MATRIZ;1;3,4813
sample200-23880.gr;BFS;MATRIZ;2;3,5798
sample200-23880.gr;BFS;MATRIZ;3;3,4775
sample200-23880.gr;BFS;MATRIZ;4;3,4467
sample200-23880.gr;BFS;MATRIZ;5;3,4568
sample200-23880.gr;BFS;MATRIZ;6;3,7005
sample200-23880.gr;BFS;MATRIZ;7;3,4536
sample200-23880.gr;BFS;MATRIZ;8;3,3537
sample200-23880.gr;BFS;MATRIZ;9;3,5290
sample200-23880.gr;BFS;MATRIZ;10;3,4791
sample200-23880.gr;BFS;MATRIZ;11;5,0818
sample200-23880.gr;DFS;LISTA;1;2,5615
sample200-23880.gr;DFS;LISTA;2;2,9197
sample200-23880.gr;DFS;LISTA;3;2,3224
sample200-23880.gr;DFS;LISTA;4;2,8498
sample200-23880.gr;DFS;LISTA;5;4,3978
sample200-23880.gr;DFS;LISTA;6;4,7980
sample200-23880.gr;DFS;LISTA;7;4,8310
sample200-23880.gr;DFS;LISTA;8;4,7709
sample200-23880.gr;DFS;LISTA;9;4,7164
sample200-23880.gr;DFS;LISTA;10;4,7474
sample200-23880.gr;DFS;LISTA;11;4,2986
sample200-23880.gr;DFS;MATRIZ;1;5,1602
sample200-23880.gr;DFS;MATRIZ;2;5,2640
sample200-23880.gr;DFS;MATRIZ;3;5,0615
sample200-23880.gr;DFS;MATRIZ;4;5,2336
sample200-23880.gr;DFS;MATRIZ;5;5,1987
sample200-23880.gr;DFS;MATRIZ;6;6,1245
sample200-23880.gr;DFS;MATRIZ;7;5,3933
sample200-23880.gr;DFS;MATRIZ;8;7,4580
sample200-23880.gr;DFS;MATRIZ;9;3,4537
sample200-23880.gr;DFS;MATRIZ;10;4,2734
sample200-23880.gr;DFS;MATRIZ;11;9,0945
sample200-23880.gr;KRUSKAL;LISTA;1;14,1296
sample200-23880.gr;KRUSKAL;LISTA;2;12,2992
sample200-23880.gr;KRUSKAL;LISTA;3;11,9554
sample200-23880.gr;KRUSKAL;LISTA;4;12,3963
sample200-23880.gr;KRUSKAL;LISTA;5;13,1055
sample200-23880.gr;KRUSKAL;LISTA;6;11,4371
sample200-23880.gr;KRUSKAL;LISTA;7;12,1478
sample200-23880.gr;KRUSKAL;LISTA;8;16,0164
sample200-23880.gr;KRUSKAL;LISTA;9;12,0516
sample200-23880.gr;KRUSKAL;LISTA;10;11,7832
sample200-23880.gr;KRUSKAL;LISTA;11;10,6560
sample200-23880.gr;KRUSKAL;MATRIZ;1;12,4387
sample200-23880.gr;KRUSKAL;MATRIZ;2;11,8829
sample200-23880.gr;KRUSKAL;MATRIZ;3;10,7949
sample200-23880.gr;KRUSKAL;MATRIZ;4;10,5160
sample200-23880.gr;KRUSKAL;MATRIZ;5;11,4722
sample200-23880.gr;KRUSKAL;MATRIZ;6;11,5189
sample200-23880.gr;KRUSKAL;MATRIZ;7;10,0535
sample200-23880.gr;KRUSKAL;MATRIZ;8;11,0992
sample200-23880.gr;KRUSKAL;MATRIZ;9;11,6786
sample200-23880.gr;KRUSKAL;MATRIZ;10;10,4797
sample200-23880.gr;KRUSKAL;MATRIZ;11;10,4057
sample200-23880.gr;PRIM;LISTA;1;12,4821
sample200-23880.gr;PRIM;LISTA;2;11,2080
sample200-23880.gr;PRIM;LISTA;3;12,5131
sample200-23880.gr;PRIM;LISTA;4;12,5825
sample200-23880.gr;PRIM;LISTA;5;11,3751
sample200-23880.gr;PRIM;LISTA;6;11,5801
sample200-23880.gr;PRIM;LISTA;7;12,2731
sample200-23880.gr;PRIM;LISTA;8;12,0918
sample200-23880.gr;PRIM;LISTA;9;11,7219
sample200-23880.gr;PRIM;LISTA;10;10,1126
sample200-23880.gr;PRIM;LISTA;11;11,8169
sample200-23880.gr;PRIM;MATRIZ;1;14,1431
sample200-23880.gr;PRIM;MATRIZ;2;15,6163
sample200-23880.gr;PRIM;MATRIZ;3;14,2388
sample200-23880.gr;PRIM;MATRIZ;4;14,1260
sample200-23880.gr;PRIM;MATRIZ;5;12,9313
sample200-23880.gr;PRIM;MATRIZ;6;13,1455
sample200-23880.gr;PRIM;MATRIZ;7;14,1752
sample200-23880.gr;PRIM;MATRIZ;8;14,6386
sample200-23880.gr;PRIM;MATRIZ;9;14,1050
sample200-23880.gr;PRIM;MATRIZ;10;13,9454
sample200-23880.gr;PRIM;MATRIZ;11;12,7077
sample200-23880.gr;DIJKSTRA;LISTA;1;6,8110
sample200-23880.gr;DIJKSTRA;LISTA;2;5,2497
sample200-23880.gr;DIJKSTRA;LISTA;3;5,3013
sample200-23880.gr;DIJKSTRA;LISTA;4;5,9179
sample200-23880.gr;DIJKSTRA;LISTA;5;5,5040
sample200-23880.gr;DIJKSTRA;LISTA;6;6,0052
sample200-23880.gr;DIJKSTRA;LISTA;7;5,5955
sample200-23880.gr;DIJKSTRA;LISTA;8;4,1888
sample200-23880.gr;DIJKSTRA;LISTA;9;5,6873
sample200-23880.gr;DIJKSTRA;LISTA;10;6,0633
sample200-23880.gr;DIJKSTRA;LISTA;11;5,3693
sample200-23880.gr;DIJKSTRA;MATRIZ;1;7,7665
sample200-23880.gr;DIJKSTRA;MATRIZ;2;6,9899
sample200-23880.gr;DIJKSTRA;MATRIZ;3;7,1117
sample200-23880.gr;DIJKSTRA;MATRIZ;4;7,0458
sample200-23880.gr;DIJKSTRA;MATRIZ;5;7,1639
sample200-23880.gr;DIJKSTRA;MATRIZ;6;6,6799
sample200-23880.gr;DIJKSTRA;MATRIZ;7;4,6925
sample200-23880.gr;DIJKSTRA;MATRIZ;8;6,6571
sample200-23880.gr;DIJKSTRA;MATRIZ;9;6,5791
sample200-23880.gr;DIJKSTRA;MATRIZ;10;6,2775
sample200-23880.gr;DIJKSTRA;MATRIZ;11;6,6080
sample200-23880.gr;BELLMANFORD;LISTA;1;11,8934
sample200-23880.gr;BELLMANFORD;LISTA;2;11,7814
sample200-23880.gr;BELLMANFORD;LISTA;3;11,9202
sample200-23880.gr;BELLMANFORD;LISTA;4;11,8575
sample200-23880.gr;BELLMANFORD;LISTA;5;11,9531
sample200-23880.gr;BELLMANFORD;LISTA;6;12,2445
sample200-23880.gr;BELLMANFORD;LISTA;7;11,7183
sample200-23880.gr;BELLMANFORD;LISTA;8;11,3531
sample200-23880.gr;BELLMANFORD;LISTA;9;11,3653
sample200-23880.gr;BELLMANFORD;LISTA;10;11,3493
sample200-23880.gr;BELLMANFORD;LISTA;11;11,2714
sample200-23880.gr;BELLMANFORD;MATRIZ;1;70,2466
sample200-23880.gr;BELLMANFORD;MATRIZ;2;72,6461
sample200-23880.gr;BELLMANFORD;MATRIZ;3;69,8108
sample200-23880.gr;BELLMANFORD;MATRIZ;4;79,3219
sample200-23880.gr;BELLMANFORD;MATRIZ;5;72,0213
sample200-23880.gr;BELLMANFORD;MATRIZ;6;70,4910
sample200-23880.gr;BELLMANFORD;MATRIZ;7;68,2535
sample200-23880.gr;BELLMANFORD;MATRIZ;8;70,1636
sample200-23880.gr;BELLMANFORD;MATRIZ;9;83,0030
sample200-23880.gr;BELLMANFORD;MATRIZ;10;70,6851
sample200-23880.gr;BELLMANFORD;MATRIZ;11;67,7663
sample200-23880.gr;FLOYDWARSHALL;LISTA;1;660,2430
sample200-23880.gr;FLOYDWARSHALL;LISTA;2;706,3176
sample200-23880.gr;FLOYDWARSHALL;LISTA;3;858,1237
sample200-23880.gr;FLOYDWARSHALL;LISTA;4;688,5107
sample200-23880.gr;FLOYDWARSHALL;LISTA;5;728,7388
sample200-23880.gr;FLOYDWARSHALL;LISTA;6;807,0377
sample200-23880.gr;FLOYDWARSHALL;LISTA;7;853,2150
sample200-23880.gr;FLOYDWARSHALL;LISTA;8;806,5391
sample200-23880.gr;FLOYDWARSHALL;LISTA;9;682,4044
sample200-23880.gr;FLOYDWARSHALL;LISTA;10;709,2842
sample200-23880.gr;FLOYDWARSHALL;LISTA;11;683,4244
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;1;766,4296
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;2;774,7692
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;3;852,9853
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;4;895,6722
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;5;886,9033
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;6;883,8639
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;7;895,0219
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;8;927,6970
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;9;901,0865
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;10;905,7545
sample200-23880.gr;FLOYDWARSHALL;MATRIZ;11;923,2827
sample200-31840.gr;BFS;LISTA;1;5,6271
sample200-31840.gr;BFS;LISTA;2;4,2166
sample200-31840.gr;BFS;LISTA;3;4,9528
sample200-31840.gr;BFS;LISTA;4;4,8921
sample200-31840.gr;BFS;LISTA;5;4,7930
sample200-31840.gr;BFS;LISTA;6;4,7638
sample200-31840.gr;BFS;LISTA;7;3,6708
sample200-31840.gr;BFS;LISTA;8;5,1142
sample200-31840.gr;BFS;LISTA;9;4,9905
sample200-31840.gr;BFS;LISTA;10;4,9459
sample200-31840.gr;BFS;LISTA;11;4,8056
sample200-31840.gr;BFS;MATRIZ;1;5,2056
sample200-31840.gr;BFS;MATRIZ;2;5,3065
sample200-31840.gr;BFS;MATRIZ;3;4,9227
sample200-31840.gr;BFS;MATRIZ;4;6,1409
sample200-31840.gr;BFS;MATRIZ;5;4,9567
sample200-31840.gr;BFS;MATRIZ;6;5,0507
sample200-31840.gr;BFS;MATRIZ;7;5,8537
sample200-31840.gr;BFS;MATRIZ;8;5,0398
sample200-31840.gr;BFS;MATRIZ;9;5,0464
sample200-31840.gr;BFS;MATRIZ;10;6,3938
sample200-31840.gr;BFS;MATRIZ;11;5,0299
sample200-31840.gr;DFS;LISTA;1;4,8281
sample200-31840.gr;DFS;LISTA;2;5,1443
sample200-31840.gr;DFS;LISTA;3;4,6102
sample200-31840.gr;DFS;LISTA;4;4,6416
sample200-31840.gr;DFS;LISTA;5;4,7359
sample200-31840.gr;DFS;LISTA;6;4,5075
sample200-31840.gr;DFS;LISTA;7;4,6354
sample200-31840.gr;DFS;LISTA;8;5,4810
sample200-31840.gr;DFS;LISTA;9;4,6813
sample200-31840.gr;DFS;LISTA;10;4,6537
sample200-31840.gr;DFS;LISTA;11;4,4801
sample200-31840.gr;DFS;MATRIZ;1;5,8921
sample200-31840.gr;DFS;MATRIZ;2;5,0419
sample200-31840.gr;DFS;MATRIZ;3;5,1544
sample200-31840.gr;DFS;MATRIZ;4;5,2833
sample200-31840.gr;DFS;MATRIZ;5;5,0101
sample200-31840.gr;DFS;MATRIZ;6;5,5264
sample200-31840.gr;DFS;MATRIZ;7;5,2739
sample200-31840.gr;DFS;MATRIZ;8;5,0342
sample200-31840.gr;DFS;MATRIZ;9;6,1750
sample200-31840.gr;DFS;MATRIZ;10;5,0949
sample200-31840.gr;DFS;MATRIZ;11;4,9854
sample200-31840.gr;KRUSKAL;LISTA;1;9,9488
sample200-31840.gr;KRUSKAL;LISTA;2;9,3983
sample200-31840.gr;KRUSKAL;LISTA;3;11,5075
sample200-31840.gr;KRUSKAL;LISTA;4;11,4546
sample200-31840.gr;KRUSKAL;LISTA;5;10,4283
sample200-31840.gr;KRUSKAL;LISTA;6;11,7221
sample200-31840.gr;KRUSKAL;LISTA;7;11,4858
sample200-31840.gr;KRUSKAL;LISTA;8;10,7176
sample200-31840.gr;KRUSKAL;LISTA;9;11,0506
sample200-31840.gr;KRUSKAL;LISTA;10;12,1479
sample200-31840.gr;KRUSKAL;LISTA;11;10,9564
sample200-31840.gr;KRUSKAL;MATRIZ;1;10,5322
sample200-31840.gr;KRUSKAL;MATRIZ;2;12,1127
sample200-31840.gr;KRUSKAL;MATRIZ;3;11,6492
sample200-31840.gr;KRUSKAL;MATRIZ;4;10,9544
sample200-31840.gr;KRUSKAL;MATRIZ;5;11,5792
sample200-31840.gr;KRUSKAL;MATRIZ;6;11,8381
sample200-31840.gr;KRUSKAL;MATRIZ;7;11,8143
sample200-31840.gr;KRUSKAL;MATRIZ;8;10,7911
sample200-31840.gr;KRUSKAL;MATRIZ;9;12,2030
sample200-31840.gr;KRUSKAL;MATRIZ;10;11,7494
sample200-31840.gr;KRUSKAL;MATRIZ;11;10,9036
sample200-31840.gr;PRIM;LISTA;1;13,1675
sample200-31840.gr;PRIM;LISTA;2;12,8668
sample200-31840.gr;PRIM;LISTA;3;12,2116
sample200-31840.gr;PRIM;LISTA;4;12,5511
sample200-31840.gr;PRIM;LISTA;5;12,1211
sample200-31840.gr;PRIM;LISTA;6;12,8942
sample200-31840.gr;PRIM;LISTA;7;12,2218
sample200-31840.gr;PRIM;LISTA;8;12,5335
sample200-31840.gr;PRIM;LISTA;9;11,6983
sample200-31840.gr;PRIM;LISTA;10;11,8988
sample200-31840.gr;PRIM;LISTA;11;11,4911
sample200-31840.gr;PRIM;MATRIZ;1;12,4406
sample200-31840.gr;PRIM;MATRIZ;2;10,6902
sample200-31840.gr;PRIM;MATRIZ;3;10,6176
sample200-31840.gr;PRIM;MATRIZ;4;10,2673
sample200-31840.gr;PRIM;MATRIZ;5;10,5129
sample200-31840.gr;PRIM;MATRIZ;6;10,1212
sample200-31840.gr;PRIM;MATRIZ;7;9,7944
sample200-31840.gr;PRIM;MATRIZ;8;10,6878
sample200-31840.gr;PRIM;MATRIZ;9;9,6681
sample200-31840.gr;PRIM;MATRIZ;10;9,3796
sample200-31840.gr;PRIM;MATRIZ;11;9,5433
sample200-31840.gr;DIJKSTRA;LISTA;1;2,8070
sample200-31840.gr;DIJKSTRA;LISTA;2;2,8083
sample200-31840.gr;DIJKSTRA;LISTA;3;3,0208
sample200-31840.gr;DIJKSTRA;LISTA;4;2,7222
sample200-31840.gr;DIJKSTRA;LISTA;5;2,7792
sample200-31840.gr;DIJKSTRA;LISTA;6;2,6246
sample200-31840.gr;DIJKSTRA;LISTA;7;2,7428
sample200-31840.gr;DIJKSTRA;LISTA;8;2,7449
sample200-31840.gr;DIJKSTRA;LISTA;9;2,8316
sample200-31840.gr;DIJKSTRA;LISTA;10;2,6407
sample200-31840.gr;DIJKSTRA;LISTA;11;2,7954
sample200-31840.gr;DIJKSTRA;MATRIZ;1;3,5640
sample200-31840.gr;DIJKSTRA;MATRIZ;2;3,5918
sample200-31840.gr;DIJKSTRA;MATRIZ;3;3,7433
sample200-31840.gr;DIJKSTRA;MATRIZ;4;3,6669
sample200-31840.gr;DIJKSTRA;MATRIZ;5;3,5360
sample200-31840.gr;DIJKSTRA;MATRIZ;6;3,5553
sample200-31840.gr;DIJKSTRA;MATRIZ;7;4,7012
sample200-31840.gr;DIJKSTRA;MATRIZ;8;3,6684
sample200-31840.gr;DIJKSTRA;MATRIZ;9;3,5872
sample200-31840.gr;DIJKSTRA;MATRIZ;10;3,6063
sample200-31840.gr;DIJKSTRA;MATRIZ;11;3,7822
sample200-31840.gr;BELLMANFORD;LISTA;1;11,3082
sample200-31840.gr;BELLMANFORD;LISTA;2;11,2297
sample200-31840.gr;BELLMANFORD;LISTA;3;11,1126
sample200-31840.gr;BELLMANFORD;LISTA;4;11,1119
sample200-31840.gr;BELLMANFORD;LISTA;5;10,9419
sample200-31840.gr;BELLMANFORD;LISTA;6;11,0154
sample200-31840.gr;BELLMANFORD;LISTA;7;11,0336
sample200-31840.gr;BELLMANFORD;LISTA;8;11,3497
sample200-31840.gr;BELLMANFORD;LISTA;9;10,9183
sample200-31840.gr;BELLMANFORD;LISTA;10;11,0249
sample200-31840.gr;BELLMANFORD;LISTA;11;11,1449
sample200-31840.gr;BELLMANFORD;MATRIZ;1;70,8299
sample200-31840.gr;BELLMANFORD;MATRIZ;2;71,3471
sample200-31840.gr;BELLMANFORD;MATRIZ;3;70,5744
sample200-31840.gr;BELLMANFORD;MATRIZ;4;71,6548
sample200-31840.gr;BELLMANFORD;MATRIZ;5;67,6610
sample200-31840.gr;BELLMANFORD;MATRIZ;6;63,2680
sample200-31840.gr;BELLMANFORD;MATRIZ;7;63,3060
sample200-31840.gr;BELLMANFORD;MATRIZ;8;62,4870
sample200-31840.gr;BELLMANFORD;MATRIZ;9;64,9230
sample200-31840.gr;BELLMANFORD;MATRIZ;10;66,1333
sample200-31840.gr;BELLMANFORD;MATRIZ;11;64,0520
sample200-31840.gr;FLOYDWARSHALL;LISTA;1;731,7742
sample200-31840.gr;FLOYDWARSHALL;LISTA;2;720,3586
sample200-31840.gr;FLOYDWARSHALL;LISTA;3;727,6835
sample200-31840.gr;FLOYDWARSHALL;LISTA;4;745,1079
sample200-31840.gr;FLOYDWARSHALL;LISTA;5;718,9751
sample200-31840.gr;FLOYDWARSHALL;LISTA;6;731,4783
sample200-31840.gr;FLOYDWARSHALL;LISTA;7;750,8229
sample200-31840.gr;FLOYDWARSHALL;LISTA;8;754,0531
sample200-31840.gr;FLOYDWARSHALL;LISTA;9;773,0277
sample200-31840.gr;FLOYDWARSHALL;LISTA;10;720,4633
sample200-31840.gr;FLOYDWARSHALL;LISTA;11;796,1320
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;1;845,7963
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;2;866,9318
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;3;721,9284
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;4;748,2373
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;5;772,1942
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;6;824,6206
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;7;1095,1641
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;8;907,1573
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;9;753,0810
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;10;731,8223
sample200-31840.gr;FLOYDWARSHALL;MATRIZ;11;741,5664
sample200-39800.gr;BFS;LISTA;1;5,9211
sample200-39800.gr;BFS;LISTA;2;4,7577
sample200-39800.gr;BFS;LISTA;3;4,8389
sample200-39800.gr;BFS;LISTA;4;4,7468
sample200-39800.gr;BFS;LISTA;5;4,7770
sample200-39800.gr;BFS;LISTA;6;4,8135
sample200-39800.gr;BFS;LISTA;7;4,7475
sample200-39800.gr;BFS;LISTA;8;4,7280
sample200-39800.gr;BFS;LISTA;9;4,5120
sample200-39800.gr;BFS;LISTA;10;3,9838
sample200-39800.gr;BFS;LISTA;11;4,7694
sample200-39800.gr;BFS;MATRIZ;1;6,2244
sample200-39800.gr;BFS;MATRIZ;2;5,1373
sample200-39800.gr;BFS;MATRIZ;3;4,9473
sample200-39800.gr;BFS;MATRIZ;4;2,8959
sample200-39800.gr;BFS;MATRIZ;5;5,0860
sample200-39800.gr;BFS;MATRIZ;6;5,0118
sample200-39800.gr;BFS;MATRIZ;7;5,0164
sample200-39800.gr;BFS;MATRIZ;8;5,2941
sample200-39800.gr;BFS;MATRIZ;9;5,1698
sample200-39800.gr;BFS;MATRIZ;10;5,1643
sample200-39800.gr;BFS;MATRIZ;11;5,1840
sample200-39800.gr;DFS;LISTA;1;2,9869
sample200-39800.gr;DFS;LISTA;2;2,7589
sample200-39800.gr;DFS;LISTA;3;2,6594
sample200-39800.gr;DFS;LISTA;4;2,8775
sample200-39800.gr;DFS;LISTA;5;2,6883
sample200-39800.gr;DFS;LISTA;6;2,7816
sample200-39800.gr;DFS;LISTA;7;2,5822
sample200-39800.gr;DFS;LISTA;8;2,6479
sample200-39800.gr;DFS;LISTA;9;2,7708
sample200-39800.gr;DFS;LISTA;10;2,5687
sample200-39800.gr;DFS;LISTA;11;2,6550
sample200-39800.gr;DFS;MATRIZ;1;3,3964
sample200-39800.gr;DFS;MATRIZ;2;3,3172
sample200-39800.gr;DFS;MATRIZ;3;3,4513
sample200-39800.gr;DFS;MATRIZ;4;3,3972
sample200-39800.gr;DFS;MATRIZ;5;3,3625
sample200-39800.gr;DFS;MATRIZ;6;3,4205
sample200-39800.gr;DFS;MATRIZ;7;3,4466
sample200-39800.gr;DFS;MATRIZ;8;3,5411
sample200-39800.gr;DFS;MATRIZ;9;3,3288
sample200-39800.gr;DFS;MATRIZ;10;3,2955
sample200-39800.gr;DFS;MATRIZ;11;3,4546
sample200-39800.gr;KRUSKAL;LISTA;1;7,9672
sample200-39800.gr;KRUSKAL;LISTA;2;7,6081
sample200-39800.gr;KRUSKAL;LISTA;3;7,5440
sample200-39800.gr;KRUSKAL;LISTA;4;7,5461
sample200-39800.gr;KRUSKAL;LISTA;5;7,5465
sample200-39800.gr;KRUSKAL;LISTA;6;7,5785
sample200-39800.gr;KRUSKAL;LISTA;7;7,5527
sample200-39800.gr;KRUSKAL;LISTA;8;7,6002
sample200-39800.gr;KRUSKAL;LISTA;9;7,5387
sample200-39800.gr;KRUSKAL;LISTA;10;7,9165
sample200-39800.gr;KRUSKAL;LISTA;11;7,7414
sample200-39800.gr;KRUSKAL;MATRIZ;1;8,4312
sample200-39800.gr;KRUSKAL;MATRIZ;2;8,1153
sample200-39800.gr;KRUSKAL;MATRIZ;3;7,9987
sample200-39800.gr;KRUSKAL;MATRIZ;4;8,0153
sample200-39800.gr;KRUSKAL;MATRIZ;5;7,9575
sample200-39800.gr;KRUSKAL;MATRIZ;6;8,1468
sample200-39800.gr;KRUSKAL;MATRIZ;7;8,1576
sample200-39800.gr;KRUSKAL;MATRIZ;8;8,0225
sample200-39800.gr;KRUSKAL;MATRIZ;9;8,0701
sample200-39800.gr;KRUSKAL;MATRIZ;10;7,7890
sample200-39800.gr;KRUSKAL;MATRIZ;11;8,2925
sample200-39800.gr;PRIM;LISTA;1;9,5004
sample200-39800.gr;PRIM;LISTA;2;9,6745
sample200-39800.gr;PRIM;LISTA;3;9,3068
sample200-39800.gr;PRIM;LISTA;4;9,3209
sample200-39800.gr;PRIM;LISTA;5;9,3453
sample200-39800.gr;PRIM;LISTA;6;9,2369
sample200-39800.gr;PRIM;LISTA;7;9,6611
sample200-39800.gr;PRIM;LISTA;8;9,4268
sample200-39800.gr;PRIM;LISTA;9;9,5733
sample200-39800.gr;PRIM;LISTA;10;9,4219
sample200-39800.gr;PRIM;LISTA;11;9,3358
sample200-39800.gr;PRIM;MATRIZ;1;11,6392
sample200-39800.gr;PRIM;MATRIZ;2;10,3904
sample200-39800.gr;PRIM;MATRIZ;3;10,6390
sample200-39800.gr;PRIM;MATRIZ;4;10,9130
sample200-39800.gr;PRIM;MATRIZ;5;11,1709
sample200-39800.gr;PRIM;MATRIZ;6;11,3929
sample200-39800.gr;PRIM;MATRIZ;7;11,1366
sample200-39800.gr;PRIM;MATRIZ;8;10,5107
sample200-39800.gr;PRIM;MATRIZ;9;10,6821
sample200-39800.gr;PRIM;MATRIZ;10;10,9495
sample200-39800.gr;PRIM;MATRIZ;11;11,2270
sample200-39800.gr;DIJKSTRA;LISTA;1;2,8037
sample200-39800.gr;DIJKSTRA;LISTA;2;2,8808
sample200-39800.gr;DIJKSTRA;LISTA;3;2,7188
sample200-39800.gr;DIJKSTRA;LISTA;4;2,5962
sample200-39800.gr;DIJKSTRA;LISTA;5;2,6498
sample200-39800.gr;DIJKSTRA;LISTA;6;2,6136
sample200-39800.gr;DIJKSTRA;LISTA;7;2,6090
sample200-39800.gr;DIJKSTRA;LISTA;8;2,9523
sample200-39800.gr;DIJKSTRA;LISTA;9;2,6083
sample200-39800.gr;DIJKSTRA;LISTA;10;2,6366
sample200-39800.gr;DIJKSTRA;LISTA;11;2,5877
sample200-39800.gr;DIJKSTRA;MATRIZ;1;5,9141
sample200-39800.gr;DIJKSTRA;MATRIZ;2;6,4223
sample200-39800.gr;DIJKSTRA;MATRIZ;3;6,7326
sample200-39800.gr;DIJKSTRA;MATRIZ;4;6,5354
sample200-39800.gr;DIJKSTRA;MATRIZ;5;6,0962
sample200-39800.gr;DIJKSTRA;MATRIZ;6;6,5441
sample200-39800.gr;DIJKSTRA;MATRIZ;7;6,2233
sample200-39800.gr;DIJKSTRA;MATRIZ;8;6,1788
sample200-39800.gr;DIJKSTRA;MATRIZ;9;6,5044
sample200-39800.gr;DIJKSTRA;MATRIZ;10;6,7183
sample200-39800.gr;DIJKSTRA;MATRIZ;11;6,1024
sample200-39800.gr;BELLMANFORD;LISTA;1;12,5003
sample200-39800.gr;BELLMANFORD;LISTA;2;10,4734
sample200-39800.gr;BELLMANFORD;LISTA;3;9,8172
sample200-39800.gr;BELLMANFORD;LISTA;4;9,9968
sample200-39800.gr;BELLMANFORD;LISTA;5;9,6758
sample200-39800.gr;BELLMANFORD;LISTA;6;10,5078
sample200-39800.gr;BELLMANFORD;LISTA;7;9,8216
sample200-39800.gr;BELLMANFORD;LISTA;8;10,1284
sample200-39800.gr;BELLMANFORD;LISTA;9;9,9169
sample200-39800.gr;BELLMANFORD;LISTA;10;9,7410
sample200-39800.gr;BELLMANFORD;LISTA;11;9,9164
sample200-39800.gr;BELLMANFORD;MATRIZ;1;63,4809
sample200-39800.gr;BELLMANFORD;MATRIZ;2;61,4445
sample200-39800.gr;BELLMANFORD;MATRIZ;3;61,9164
sample200-39800.gr;BELLMANFORD;MATRIZ;4;65,7544
sample200-39800.gr;BELLMANFORD;MATRIZ;5;62,9507
sample200-39800.gr;BELLMANFORD;MATRIZ;6;61,6175
sample200-39800.gr;BELLMANFORD;MATRIZ;7;60,0083
sample200-39800.gr;BELLMANFORD;MATRIZ;8;62,5621
sample200-39800.gr;BELLMANFORD;MATRIZ;9;60,1827
sample200-39800.gr;BELLMANFORD;MATRIZ;10;60,3473
sample200-39800.gr;BELLMANFORD;MATRIZ;11;61,1649
sample200-39800.gr;FLOYDWARSHALL;LISTA;1;717,8135
sample200-39800.gr;FLOYDWARSHALL;LISTA;2;695,5927
sample200-39800.gr;FLOYDWARSHALL;LISTA;3;717,7672
sample200-39800.gr;FLOYDWARSHALL;LISTA;4;719,1220
sample200-39800.gr;FLOYDWARSHALL;LISTA;5;741,5926
sample200-39800.gr;FLOYDWARSHALL;LISTA;6;715,2843
sample200-39800.gr;FLOYDWARSHALL;LISTA;7;721,0901
sample200-39800.gr;FLOYDWARSHALL;LISTA;8;739,7716
sample200-39800.gr;FLOYDWARSHALL;LISTA;9;739,2426
sample200-39800.gr;FLOYDWARSHALL;LISTA;10;705,0860
sample200-39800.gr;FLOYDWARSHALL;LISTA;11;724,4581
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;1;709,8605
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;2;698,5283
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;3;681,8026
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;4;818,3080
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;5;835,5320
