arquivo;algoritmo;estrutura;execucao;tempo_ms
sample100-5940.gr;FLOYDWARSHALL;MATRIZ;8;196,9142
sample100-5940.gr;FLOYDWARSHALL;MATRIZ;9;172,7197
sample100-5940.gr;FLOYDWARSHALL;MATRIZ;10;191,9276
sample100-5940.gr;FLOYDWARSHALL;MATRIZ;11;170,6520
sample100-7920.gr;BFS;LISTA;1;2,4219
sample100-7920.gr;BFS;LISTA;2;2,1507
sample100-7920.gr;BFS;LISTA;3;2,1889
sample100-7920.gr;BFS;LISTA;4;2,2576
sample100-7920.gr;BFS;LISTA;5;3,1214
sample100-7920.gr;BFS;LISTA;6;2,9301
sample100-7920.gr;BFS;LISTA;7;3,0702
sample100-7920.gr;BFS;LISTA;8;3,0784
sample100-7920.gr;BFS;LISTA;9;2,4740
sample100-7920.gr;BFS;LISTA;10;3,1540
sample100-7920.gr;BFS;LISTA;11;3,3173
sample100-7920.gr;BFS;MATRIZ;1;3,1777
sample100-7920.gr;BFS;MATRIZ;2;3,5053
sample100-7920.gr;BFS;MATRIZ;3;3,8092
sample100-7920.gr;BFS;MATRIZ;4;3,3669
sample100-7920.gr;BFS;MATRIZ;5;3,4464
sample100-7920.gr;BFS;MATRIZ;6;3,5014
sample100-7920.gr;BFS;MATRIZ;7;3,5036
sample100-7920.gr;BFS;MATRIZ;8;3,1445
sample100-7920.gr;BFS;MATRIZ;9;3,3486
sample100-7920.gr;BFS;MATRIZ;10;3,4146
sample100-7920.gr;BFS;MATRIZ;11;2,6825
sample100-7920.gr;DFS;LISTA;1;2,7011
sample100-7920.gr;DFS;LISTA;2;3,1855
sample100-7920.gr;DFS;LISTA;3;2,9549
sample100-7920.gr;DFS;LISTA;4;2,9672
sample100-7920.gr;DFS;LISTA;5;2,9756
sample100-7920.gr;DFS;LISTA;6;3,1013
sample100-7920.gr;DFS;LISTA;7;2,5241
sample100-7920.gr;DFS;LISTA;8;2,7945
sample100-7920.gr;DFS;LISTA;9;2,6662
sample100-7920.gr;DFS;LISTA;10;2,3677
sample100-7920.gr;DFS;LISTA;11;2,6771
sample100-7920.gr;DFS;MATRIZ;1;2,6170
sample100-7920.gr;DFS;MATRIZ;2;2,4034
sample100-7920.gr;DFS;MATRIZ;3;2,5319
sample100-7920.gr;DFS;MATRIZ;4;2,4496
sample100-7920.gr;DFS;MATRIZ;5;2,4852
sample100-7920.gr;DFS;MATRIZ;6;2,6268
sample100-7920.gr;DFS;MATRIZ;7;2,5242
sample100-7920.gr;DFS;MATRIZ;8;2,5160
sample100-7920.gr;DFS;MATRIZ;9;2,5310
sample100-7920.gr;DFS;MATRIZ;10;2,4476
sample100-7920.gr;DFS;MATRIZ;11;2,3990
sample100-7920.gr;KRUSKAL;LISTA;1;3,6276
sample100-7920.gr;KRUSKAL;LISTA;2;2,7905
sample100-7920.gr;KRUSKAL;LISTA;3;3,0661
sample100-7920.gr;KRUSKAL;LISTA;4;2,8309
sample100-7920.gr;KRUSKAL;LISTA;5;3,0459
sample100-7920.gr;KRUSKAL;LISTA;6;3,6585
sample100-7920.gr;KRUSKAL;LISTA;7;2,9570
sample100-7920.gr;KRUSKAL;LISTA;8;2,5254
sample100-7920.gr;KRUSKAL;LISTA;9;2,5116
sample100-7920.gr;KRUSKAL;LISTA;10;3,1968
sample100-7920.gr;KRUSKAL;LISTA;11;3,7663
sample100-7920.gr;KRUSKAL;MATRIZ;1;3,8084
sample100-7920.gr;KRUSKAL;MATRIZ;2;2,8617
sample100-7920.gr;KRUSKAL;MATRIZ;3;2,7077
sample100-7920.gr;KRUSKAL;MATRIZ;4;2,7631
sample100-7920.gr;KRUSKAL;MATRIZ;5;3,1832
sample100-7920.gr;KRUSKAL;MATRIZ;6;6,0681
sample100-7920.gr;KRUSKAL;MATRIZ;7;3,7744
sample100-7920.gr;KRUSKAL;MATRIZ;8;3,7505
sample100-7920.gr;KRUSKAL;MATRIZ;9;3,4667
sample100-7920.gr;KRUSKAL;MATRIZ;10;3,7527
sample100-7920.gr;KRUSKAL;MATRIZ;11;3,7005
sample100-7920.gr;PRIM;LISTA;1;4,1115
sample100-7920.gr;PRIM;LISTA;2;4,5551
sample100-7920.gr;PRIM;LISTA;3;3,6105
sample100-7920.gr;PRIM;LISTA;4;3,5323
sample100-7920.gr;PRIM;LISTA;5;4,0231
sample100-7920.gr;PRIM;LISTA;6;3,4462
sample100-7920.gr;PRIM;LISTA;7;4,0718
sample100-7920.gr;PRIM;LISTA;8;4,0919
sample100-7920.gr;PRIM;LISTA;9;4,1091
sample100-7920.gr;PRIM;LISTA;10;4,1851
sample100-7920.gr;PRIM;LISTA;11;4,0656
sample100-7920.gr;PRIM;MATRIZ;1;3,9149
sample100-7920.gr;PRIM;MATRIZ;2;4,2785
sample100-7920.gr;PRIM;MATRIZ;3;4,2777
sample100-7920.gr;PRIM;MATRIZ;4;4,6898
sample100-7920.gr;PRIM;MATRIZ;5;4,2424
sample100-7920.gr;PRIM;MATRIZ;6;3,8560
sample100-7920.gr;PRIM;MATRIZ;7;2,9530
sample100-7920.gr;PRIM;MATRIZ;8;3,2751
sample100-7920.gr;PRIM;MATRIZ;9;2,9453
sample100-7920.gr;PRIM;MATRIZ;10;3,5663
sample100-7920.gr;PRIM;MATRIZ;11;2,9109
sample100-7920.gr;DIJKSTRA;LISTA;1;1,2452
sample100-7920.gr;DIJKSTRA;LISTA;2;1,5045
sample100-7920.gr;DIJKSTRA;LISTA;3;1,4913
sample100-7920.gr;DIJKSTRA;LISTA;4;1,5106
sample100-7920.gr;DIJKSTRA;LISTA;5;1,5347
sample100-7920.gr;DIJKSTRA;LISTA;6;1,2216
sample100-7920.gr;DIJKSTRA;LISTA;7;1,4754
sample100-7920.gr;DIJKSTRA;LISTA;8;1,2324
sample100-7920.gr;DIJKSTRA;LISTA;9;1,2522
sample100-7920.gr;DIJKSTRA;LISTA;10;1,3110
sample100-7920.gr;DIJKSTRA;LISTA;11;1,5469
sample100-7920.gr;DIJKSTRA;MATRIZ;1;1,7026
sample100-7920.gr;DIJKSTRA;MATRIZ;2;1,6619
sample100-7920.gr;DIJKSTRA;MATRIZ;3;1,7025
sample100-7920.gr;DIJKSTRA;MATRIZ;4;1,6759
sample100-7920.gr;DIJKSTRA;MATRIZ;5;2,2824
sample100-7920.gr;DIJKSTRA;MATRIZ;6;1,6593
sample100-7920.gr;DIJKSTRA;MATRIZ;7;1,7343
sample100-7920.gr;DIJKSTRA;MATRIZ;8;1,8310
sample100-7920.gr;DIJKSTRA;MATRIZ;9;1,7964
sample100-7920.gr;DIJKSTRA;MATRIZ;10;1,6747
sample100-7920.gr;DIJKSTRA;MATRIZ;11;1,7286
sample100-7920.gr;BELLMANFORD;LISTA;1;1,9812
sample100-7920.gr;BELLMANFORD;LISTA;2;2,8457
sample100-7920.gr;BELLMANFORD;LISTA;3;3,7867
sample100-7920.gr;BELLMANFORD;LISTA;4;3,7074
sample100-7920.gr;BELLMANFORD;LISTA;5;3,6122
sample100-7920.gr;BELLMANFORD;LISTA;6;3,3552
sample100-7920.gr;BELLMANFORD;LISTA;7;3,5194
sample100-7920.gr;BELLMANFORD;LISTA;8;3,2890
sample100-7920.gr;BELLMANFORD;LISTA;9;3,5542
sample100-7920.gr;BELLMANFORD;LISTA;10;3,0559
sample100-7920.gr;BELLMANFORD;LISTA;11;3,4215
sample100-7920.gr;BELLMANFORD;MATRIZ;1;17,4079
sample100-7920.gr;BELLMANFORD;MATRIZ;2;12,5993
sample100-7920.gr;BELLMANFORD;MATRIZ;3;9,4963
sample100-7920.gr;BELLMANFORD;MATRIZ;4;11,5032
sample100-7920.gr;BELLMANFORD;MATRIZ;5;9,9640
sample100-7920.gr;BELLMANFORD;MATRIZ;6;9,7151
sample100-7920.gr;BELLMANFORD;MATRIZ;7;9,3871
sample100-7920.gr;BELLMANFORD;MATRIZ;8;10,4764
sample100-7920.gr;BELLMANFORD;MATRIZ;9;7,8138
sample100-7920.gr;BELLMANFORD;MATRIZ;10;8,3391
sample100-7920.gr;BELLMANFORD;MATRIZ;11;9,2235
sample100-7920.gr;FLOYDWARSHALL;LISTA;1;158,5058
sample100-7920.gr;FLOYDWARSHALL;LISTA;2;193,8616
sample100-7920.gr;FLOYDWARSHALL;LISTA;3;162,8934
sample100-7920.gr;FLOYDWARSHALL;LISTA;4;202,7785
sample100-7920.gr;FLOYDWARSHALL;LISTA;5;211,6481
sample100-7920.gr;FLOYDWARSHALL;LISTA;6;180,7901
sample100-7920.gr;FLOYDWARSHALL;LISTA;7;193,2125
sample100-7920.gr;FLOYDWARSHALL;LISTA;8;174,1559
sample100-7920.gr;FLOYDWARSHALL;LISTA;9;179,4545
sample100-7920.gr;FLOYDWARSHALL;LISTA;10;184,3703
sample100-7920.gr;FLOYDWARSHALL;LISTA;11;188,9289
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;1;176,3969
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;2;194,5144
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;3;169,0511
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;4;193,6602
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;5;171,4170
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;6;196,0913
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;7;174,6726
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;8;195,5649
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;9;227,0203
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;10;210,1150
sample100-7920.gr;FLOYDWARSHALL;MATRIZ;11;180,9247
sample100-9900.gr;BFS;LISTA;1;1,0950
sample100-9900.gr;BFS;LISTA;2;1,2432
sample100-9900.gr;BFS;LISTA;3;1,0718
sample100-9900.gr;BFS;LISTA;4;1,0973
sample100-9900.gr;BFS;LISTA;5;0,9880
sample100-9900.gr;BFS;LISTA;6;1,0026
sample100-9900.gr;BFS;LISTA;7;1,0044
sample100-9900.gr;BFS;LISTA;8;0,9715
sample100-9900.gr;BFS;LISTA;9;1,0163
sample100-9900.gr;BFS;LISTA;10;1,0009
sample100-9900.gr;BFS;LISTA;11;1,0092
sample100-9900.gr;BFS;MATRIZ;1;1,1077
sample100-9900.gr;BFS;MATRIZ;2;1,1013
sample100-9900.gr;BFS;MATRIZ;3;1,0582
sample100-9900.gr;BFS;MATRIZ;4;1,1188
sample100-9900.gr;BFS;MATRIZ;5;1,0852
sample100-9900.gr;BFS;MATRIZ;6;1,0871
sample100-9900.gr;BFS;MATRIZ;7;1,2754
sample100-9900.gr;BFS;MATRIZ;8;1,0702
sample100-9900.gr;BFS;MATRIZ;9;1,0543
sample100-9900.gr;BFS;MATRIZ;10;1,1674
sample100-9900.gr;BFS;MATRIZ;11;1,0727
sample100-9900.gr;DFS;LISTA;1;1,0086
sample100-9900.gr;DFS;LISTA;2;0,9636
sample100-9900.gr;DFS;LISTA;3;0,9773
sample100-9900.gr;DFS;LISTA;4;0,9809
sample100-9900.gr;DFS;LISTA;5;1,2230
sample100-9900.gr;DFS;LISTA;6;0,9906
sample100-9900.gr;DFS;LISTA;7;0,9649
sample100-9900.gr;DFS;LISTA;8;0,9763
sample100-9900.gr;DFS;LISTA;9;1,1109
sample100-9900.gr;DFS;LISTA;10;1,0444
sample100-9900.gr;DFS;LISTA;11;0,9626
sample100-9900.gr;DFS;MATRIZ;1;1,1085
sample100-9900.gr;DFS;MATRIZ;2;1,0715
sample100-9900.gr;DFS;MATRIZ;3;1,0722
sample100-9900.gr;DFS;MATRIZ;4;1,0648
sample100-9900.gr;DFS;MATRIZ;5;1,5808
sample100-9900.gr;DFS;MATRIZ;6;2,6496
sample100-9900.gr;DFS;MATRIZ;7;2,7339
sample100-9900.gr;DFS;MATRIZ;8;2,5811
sample100-9900.gr;DFS;MATRIZ;9;2,8661
sample100-9900.gr;DFS;MATRIZ;10;2,5658
sample100-9900.gr;DFS;MATRIZ;11;2,0247
sample100-9900.gr;KRUSKAL;LISTA;1;3,6045
sample100-9900.gr;KRUSKAL;LISTA;2;3,6010
sample100-9900.gr;KRUSKAL;LISTA;3;3,7964
sample100-9900.gr;KRUSKAL;LISTA;4;3,7418
sample100-9900.gr;KRUSKAL;LISTA;5;3,9066
sample100-9900.gr;KRUSKAL;LISTA;6;3,7567
sample100-9900.gr;KRUSKAL;LISTA;7;3,5081
sample100-9900.gr;KRUSKAL;LISTA;8;3,8047
sample100-9900.gr;KRUSKAL;LISTA;9;3,7344
sample100-9900.gr;KRUSKAL;LISTA;10;3,8321
sample100-9900.gr;KRUSKAL;LISTA;11;3,9932
sample100-9900.gr;KRUSKAL;MATRIZ;1;3,8387
sample100-9900.gr;KRUSKAL;MATRIZ;2;3,9910
sample100-9900.gr;KRUSKAL;MATRIZ;3;3,7894
sample100-9900.gr;KRUSKAL;MATRIZ;4;3,9586
sample100-9900.gr;KRUSKAL;MATRIZ;5;3,7658
sample100-9900.gr;KRUSKAL;MATRIZ;6;3,6934
sample100-9900.gr;KRUSKAL;MATRIZ;7;3,6306
sample100-9900.gr;KRUSKAL;MATRIZ;8;2,8999
sample100-9900.gr;KRUSKAL;MATRIZ;9;2,6360
sample100-9900.gr;KRUSKAL;MATRIZ;10;2,7980
sample100-9900.gr;KRUSKAL;MATRIZ;11;2,5268
sample100-9900.gr;PRIM;LISTA;1;2,9431
sample100-9900.gr;PRIM;LISTA;2;3,2368
sample100-9900.gr;PRIM;LISTA;3;2,8829
sample100-9900.gr;PRIM;LISTA;4;3,0721
sample100-9900.gr;PRIM;LISTA;5;2,8680
sample100-9900.gr;PRIM;LISTA;6;2,9041
sample100-9900.gr;PRIM;LISTA;7;3,3396
sample100-9900.gr;PRIM;LISTA;8;2,9125
sample100-9900.gr;PRIM;LISTA;9;2,9267
sample100-9900.gr;PRIM;LISTA;10;2,8954
sample100-9900.gr;PRIM;LISTA;11;2,9703
sample100-9900.gr;PRIM;MATRIZ;1;3,3015
sample100-9900.gr;PRIM;MATRIZ;2;3,1214
sample100-9900.gr;PRIM;MATRIZ;3;3,1724
sample100-9900.gr;PRIM;MATRIZ;4;3,0449
sample100-9900.gr;PRIM;MATRIZ;5;3,1543
sample100-9900.gr;PRIM;MATRIZ;6;2,9471
sample100-9900.gr;PRIM;MATRIZ;7;3,1521
sample100-9900.gr;PRIM;MATRIZ;8;2,9763
sample100-9900.gr;PRIM;MATRIZ;9;3,0742
sample100-9900.gr;PRIM;MATRIZ;10;2,9530
sample100-9900.gr;PRIM;MATRIZ;11;2,9580
sample100-9900.gr;DIJKSTRA;LISTA;1;2,4122
sample100-9900.gr;DIJKSTRA;LISTA;2;1,2477
sample100-9900.gr;DIJKSTRA;LISTA;3;1,2445
sample100-9900.gr;DIJKSTRA;LISTA;4;1,2640
sample100-9900.gr;DIJKSTRA;LISTA;5;1,2231
sample100-9900.gr;DIJKSTRA;LISTA;6;1,2527
sample100-9900.gr;DIJKSTRA;LISTA;7;1,4481
sample100-9900.gr;DIJKSTRA;LISTA;8;1,2558
sample100-9900.gr;DIJKSTRA;LISTA;9;1,2421
sample100-9900.gr;DIJKSTRA;LISTA;10;1,2048
sample100-9900.gr;DIJKSTRA;LISTA;11;1,2165
sample100-9900.gr;DIJKSTRA;MATRIZ;1;2,1986
sample100-9900.gr;DIJKSTRA;MATRIZ;2;1,4674
sample100-9900.gr;DIJKSTRA;MATRIZ;3;1,5178
sample100-9900.gr;DIJKSTRA;MATRIZ;4;1,4788
sample100-9900.gr;DIJKSTRA;MATRIZ;5;1,4538
sample100-9900.gr;DIJKSTRA;MATRIZ;6;1,4932
sample100-9900.gr;DIJKSTRA;MATRIZ;7;1,4861
sample100-9900.gr;DIJKSTRA;MATRIZ;8;1,4717
sample100-9900.gr;DIJKSTRA;MATRIZ;9;1,4740
sample100-9900.gr;DIJKSTRA;MATRIZ;10;1,8038
sample100-9900.gr;DIJKSTRA;MATRIZ;11;1,6091
sample100-9900.gr;BELLMANFORD;LISTA;1;3,8421
sample100-9900.gr;BELLMANFORD;LISTA;2;4,3326
sample100-9900.gr;BELLMANFORD;LISTA;3;4,2959
sample100-9900.gr;BELLMANFORD;LISTA;4;4,1092
sample100-9900.gr;BELLMANFORD;LISTA;5;4,1357
sample100-9900.gr;BELLMANFORD;LISTA;6;4,1621
sample100-9900.gr;BELLMANFORD;LISTA;7;3,9558
sample100-9900.gr;BELLMANFORD;LISTA;8;3,8087
sample100-9900.gr;BELLMANFORD;LISTA;9;4,1816
sample100-9900.gr;BELLMANFORD;LISTA;10;3,8915
sample100-9900.gr;BELLMANFORD;LISTA;11;4,0277
sample100-9900.gr;BELLMANFORD;MATRIZ;1;9,4716
sample100-9900.gr;BELLMANFORD;MATRIZ;2;11,5618
sample100-9900.gr;BELLMANFORD;MATRIZ;3;10,0688
sample100-9900.gr;BELLMANFORD;MATRIZ;4;10,1492
sample100-9900.gr;BELLMANFORD;MATRIZ;5;9,4801
sample100-9900.gr;BELLMANFORD;MATRIZ;6;7,7025
sample100-9900.gr;BELLMANFORD;MATRIZ;7;7,7389
sample100-9900.gr;BELLMANFORD;MATRIZ;8;8,0637
sample100-9900.gr;BELLMANFORD;MATRIZ;9;8,6037
sample100-9900.gr;BELLMANFORD;MATRIZ;10;7,9446
sample100-9900.gr;BELLMANFORD;MATRIZ;11;7,8976
sample100-9900.gr;FLOYDWARSHALL;LISTA;1;163,0570
sample100-9900.gr;FLOYDWARSHALL;LISTA;2;189,5190
sample100-9900.gr;FLOYDWARSHALL;LISTA;3;161,1784
sample100-9900.gr;FLOYDWARSHALL;LISTA;4;193,4002
sample100-9900.gr;FLOYDWARSHALL;LISTA;5;181,8723
sample100-9900.gr;FLOYDWARSHALL;LISTA;6;182,4346
sample100-9900.gr;FLOYDWARSHALL;LISTA;7;229,4444
sample100-9900.gr;FLOYDWARSHALL;LISTA;8;201,0294
sample100-9900.gr;FLOYDWARSHALL;LISTA;9;156,8319
sample100-9900.gr;FLOYDWARSHALL;LISTA;10;188,2787
sample100-9900.gr;FLOYDWARSHALL;LISTA;11;170,7105
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;1;198,1828
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;2;171,3933
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;3;172,2166
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;4;199,3959
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;5;179,4684
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;6;160,3765
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;7;198,9295
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;8;193,2685
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;9;165,6892
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;10;166,7677
sample100-9900.gr;FLOYDWARSHALL;MATRIZ;11;199,6786
sample200-15920.gr;BFS;LISTA;1;4,1020
sample200-15920.gr;BFS;LISTA;2;3,2268
sample200-15920.gr;BFS;LISTA;3;3,1408
sample200-15920.gr;BFS;LISTA;4;3,1222
sample200-15920.gr;BFS;LISTA;5;3,0472
sample200-15920.gr;BFS;LISTA;6;3,2241
sample200-15920.gr;BFS;LISTA;7;2,9502
sample200-15920.gr;BFS;LISTA;8;2,7153
sample200-15920.gr;BFS;LISTA;9;2,7222
sample200-15920.gr;BFS;LISTA;10;2,7161
sample200-15920.gr;BFS;LISTA;11;3,5101
sample200-15920.gr;BFS;MATRIZ;1;5,3696
sample200-15920.gr;BFS;MATRIZ;2;5,3316
sample200-15920.gr;BFS;MATRIZ;3;5,2274
sample200-15920.gr;BFS;MATRIZ;4;5,2411
sample200-15920.gr;BFS;MATRIZ;5;5,2792
sample200-15920.gr;BFS;MATRIZ;6;6,1211
sample200-15920.gr;BFS;MATRIZ;7;5,2941
sample200-15920.gr;BFS;MATRIZ;8;5,2679
sample200-15920.gr;BFS;MATRIZ;9;5,3304
sample200-15920.gr;BFS;MATRIZ;10;4,6399
sample200-15920.gr;BFS;MATRIZ;11;5,3864
sample200-15920.gr;DFS;LISTA;1;4,5753
sample200-15920.gr;DFS;LISTA;2;4,5613
sample200-15920.gr;DFS;LISTA;3;4,5837
sample200-15920.gr;DFS;LISTA;4;4,8946
sample200-15920.gr;DFS;LISTA;5;2,7863
sample200-15920.gr;DFS;LISTA;6;2,8124
sample200-15920.gr;DFS;LISTA;7;3,1315
sample200-15920.gr;DFS;LISTA;8;4,7963
sample200-15920.gr;DFS;LISTA;9;4,5445
sample200-15920.gr;DFS;LISTA;10;4,6364
sample200-15920.gr;DFS;LISTA;11;4,6635
sample200-15920.gr;DFS;MATRIZ;1;5,4551
sample200-15920.gr;DFS;MATRIZ;2;5,3438
sample200-15920.gr;DFS;MATRIZ;3;5,4311
sample200-15920.gr;DFS;MATRIZ;4;5,3865
sample200-15920.gr;DFS;MATRIZ;5;5,3959
sample200-15920.gr;DFS;MATRIZ;6;5,3995
sample200-15920.gr;DFS;MATRIZ;7;4,4576
sample200-15920.gr;DFS;MATRIZ;8;3,5030
sample200-15920.gr;DFS;MATRIZ;9;3,4951
sample200-15920.gr;DFS;MATRIZ;10;3,7632
sample200-15920.gr;DFS;MATRIZ;11;3,5531
sample200-15920.gr;KRUSKAL;LISTA;1;7,7557
sample200-15920.gr;KRUSKAL;LISTA;2;6,8960
sample200-15920.gr;KRUSKAL;LISTA;3;7,1076
sample200-15920.gr;KRUSKAL;LISTA;4;7,8697
sample200-15920.gr;KRUSKAL;LISTA;5;6,5953
sample200-15920.gr;KRUSKAL;LISTA;6;7,3874
sample200-15920.gr;KRUSKAL;LISTA;7;8,3985
sample200-15920.gr;KRUSKAL;LISTA;8;8,7762
sample200-15920.gr;KRUSKAL;LISTA;9;8,4947
sample200-15920.gr;KRUSKAL;LISTA;10;6,4087
sample200-15920.gr;KRUSKAL;LISTA;11;6,7071
sample200-15920.gr;KRUSKAL;MATRIZ;1;8,8908
sample200-15920.gr;KRUSKAL;MATRIZ;2;8,7546
sample200-15920.gr;KRUSKAL;MATRIZ;3;8,6493
sample200-15920.gr;KRUSKAL;MATRIZ;4;8,6073
sample200-15920.gr;KRUSKAL;MATRIZ;5;8,6703
sample200-15920.gr;KRUSKAL;MATRIZ;6;6,5768
sample200-15920.gr;KRUSKAL;MATRIZ;7;6,7226
sample200-15920.gr;KRUSKAL;MATRIZ;8;6,3061
sample200-15920.gr;KRUSKAL;MATRIZ;9;6,2895
sample200-15920.gr;KRUSKAL;MATRIZ;10;6,2591
sample200-15920.gr;KRUSKAL;MATRIZ;11;6,8530
sample200-15920.gr;PRIM;LISTA;1;7,3160
sample200-15920.gr;PRIM;LISTA;2;7,3791
sample200-15920.gr;PRIM;LISTA;3;7,1897
sample200-15920.gr;PRIM;LISTA;4;7,2940
sample200-15920.gr;PRIM;LISTA;5;7,2171
sample200-15920.gr;PRIM;LISTA;6;7,2085
sample200-15920.gr;PRIM;LISTA;7;7,1606
sample200-15920.gr;PRIM;LISTA;8;7,3790
sample200-15920.gr;PRIM;LISTA;9;7,1738
sample200-15920.gr;PRIM;LISTA;10;7,1542
sample200-15920.gr;PRIM;LISTA;11;7,2618
sample200-15920.gr;PRIM;MATRIZ;1;7,9237
sample200-15920.gr;PRIM;MATRIZ;2;8,6231
sample200-15920.gr;PRIM;MATRIZ;3;8,0191
sample200-15920.gr;PRIM;MATRIZ;4;8,1011
sample200-15920.gr;PRIM;MATRIZ;5;8,2223
sample200-15920.gr;PRIM;MATRIZ;6;7,5180
sample200-15920.gr;PRIM;MATRIZ;7;8,2995
sample200-15920.gr;PRIM;MATRIZ;8;8,1326
sample200-15920.gr;PRIM;MATRIZ;9;7,6449
sample200-15920.gr;PRIM;MATRIZ;10;8,1304
sample200-15920.gr;PRIM;MATRIZ;11;8,0967
sample200-15920.gr;DIJKSTRA;LISTA;1;2,7542
sample200-15920.gr;DIJKSTRA;LISTA;2;2,6508
sample200-15920.gr;DIJKSTRA;LISTA;3;2,7475
sample200-15920.gr;DIJKSTRA;LISTA;4;2,6457
sample200-15920.gr;DIJKSTRA;LISTA;5;3,0225
sample200-15920.gr;DIJKSTRA;LISTA;6;2,5796
sample200-15920.gr;DIJKSTRA;LISTA;7;2,5864
sample200-15920.gr;DIJKSTRA;LISTA;8;2,5943
sample200-15920.gr;DIJKSTRA;LISTA;9;2,7008
sample200-15920.gr;DIJKSTRA;LISTA;10;2,5351
sample200-15920.gr;DIJKSTRA;LISTA;11;3,7708
sample200-15920.gr;DIJKSTRA;MATRIZ;1;6,8307
sample200-15920.gr;DIJKSTRA;MATRIZ;2;6,7338
sample200-15920.gr;DIJKSTRA;MATRIZ;3;6,5312
sample200-15920.gr;DIJKSTRA;MATRIZ;4;6,0788
sample200-15920.gr;DIJKSTRA;MATRIZ;5;6,5224
sample200-15920.gr;DIJKSTRA;MATRIZ;6;6,5047
sample200-15920.gr;DIJKSTRA;MATRIZ;7;5,5047
sample200-15920.gr;DIJKSTRA;MATRIZ;8;6,5467
sample200-15920.gr;DIJKSTRA;MATRIZ;9;6,3749
sample200-15920.gr;DIJKSTRA;MATRIZ;10;6,6567
sample200-15920.gr;DIJKSTRA;MATRIZ;11;6,5101
sample200-15920.gr;BELLMANFORD;LISTA;1;11,1191
sample200-15920.gr;BELLMANFORD;LISTA;2;10,7310
sample200-15920.gr;BELLMANFORD;LISTA;3;10,2944
sample200-15920.gr;BELLMANFORD;LISTA;4;10,9726
sample200-15920.gr;BELLMANFORD;LISTA;5;8,0044
sample200-15920.gr;BELLMANFORD;LISTA;6;7,7059
sample200-15920.gr;BELLMANFORD;LISTA;7;7,8532
sample200-15920.gr;BELLMANFORD;LISTA;8;7,8767
sample200-15920.gr;BELLMANFORD;LISTA;9;7,7066
sample200-15920.gr;BELLMANFORD;LISTA;10;7,7940
sample200-15920.gr;BELLMANFORD;LISTA;11;7,8254
sample200-15920.gr;BELLMANFORD;MATRIZ;1;71,2138
sample200-15920.gr;BELLMANFORD;MATRIZ;2;73,3085
sample200-15920.gr;BELLMANFORD;MATRIZ;3;71,4768
sample200-15920.gr;BELLMANFORD;MATRIZ;4;72,1487
sample200-15920.gr;BELLMANFORD;MATRIZ;5;72,3065
sample200-15920.gr;BELLMANFORD;MATRIZ;6;71,4655
sample200-15920.gr;BELLMANFORD;MATRIZ;7;71,9545
sample200-15920.gr;BELLMANFORD;MATRIZ;8;70,7848
sample200-15920.gr;BELLMANFORD;MATRIZ;9;72,2939
sample200-15920.gr;BELLMANFORD;MATRIZ;10;71,1270
sample200-15920.gr;BELLMANFORD;MATRIZ;11;69,2065
sample200-15920.gr;FLOYDWARSHALL;LISTA;1;766,2799
sample200-15920.gr;FLOYDWARSHALL;LISTA;2;711,6241
sample200-15920.gr;FLOYDWARSHALL;LISTA;3;748,7733
sample200-15920.gr;FLOYDWARSHALL;LISTA;4;714,0879
sample200-15920.gr;FLOYDWARSHALL;LISTA;5;689,8601
sample200-15920.gr;FLOYDWARSHALL;LISTA;6;711,2895
sample200-15920.gr;FLOYDWARSHALL;LISTA;7;719,8233
sample200-15920.gr;FLOYDWARSHALL;LISTA;8;753,6633
sample200-15920.gr;FLOYDWARSHALL;LISTA;9;711,7258
sample200-15920.gr;FLOYDWARSHALL;LISTA;10;709,4813
sample200-15920.gr;FLOYDWARSHALL;LISTA;11;775,6567
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;1;745,8829
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;2;733,7896
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;3;731,3021
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;4;947,7508
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;5;1366,2765
sample200-15920.gr;FLOYDWARSHALL;MATRIZ;6;1399,2550
